,rxn_id,SMIRKS,condition,class_I,class_II,two_reacs,one_rad,not_spectator,rxn_smiles,HAT,elem_surrogate,no_paton_data,specific_rxn,formal_charges
551,4986,"[H:20][C:21](=O)/C=C/C.[OH:10]>>[H:20][OH:10].C/C=C/[C:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,C/C=C/C=O.[OH]>>C/C=C/[C]=O.O,True,True,False,True,False
552,4992,"[H:20][CH2:21]CCCCC.[OH:10]>>[H:20][OH:10].CCCCC[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CCCCCC.[OH]>>[CH2]CCCCC.O,True,True,False,True,False
553,4995,"[H:20][CH:21](C)CCCC.[OH:10]>>[H:20][OH:10].CCCC[CH:21]C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CCCCCC.[OH]>>C[CH]CCCC.O,True,True,False,True,False
554,4998,"[H:20][CH:21](CC)CCC.[OH:10]>>[H:20][OH:10].CCC[CH:21]CC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CCCCCC.[OH]>>CC[CH]CCC.O,True,True,False,True,False
555,5000,"[H:20][CH:21](CC)CCCCCCC.[OH:10]>>[H:20][OH:10].CCCCCCC[CH:21]CC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CCCCCCCCCC.[OH]>>CC[CH]CCCCCCC.O,True,True,False,True,False
557,5003,"[H:20][CH:21](CC)CCCCCCCC.[OH:10]>>[H:20][OH:10].CCCCCCCC[CH:21]CC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CCCCCCCCCCC.[OH]>>CC[CH]CCCCCCCC.O,True,True,False,True,False
563,5043,"[H:20][CH:21](CC)OC(=O)C.[OH:10]>>[H:20][OH:10].CC[CH:21]OC(=O)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CCCOC(C)=O.[OH]>>CC[CH]OC(C)=O.O,True,True,False,True,False
564,5044,"[H:20][CH:21](C)COC(=O)C.[OH:10]>>[H:20][OH:10].C[CH:21]COC(=O)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CCCOC(C)=O.[OH]>>C[CH]COC(C)=O.O,True,True,False,True,False
565,5047,"[H:20][CH2:21]C(C)OC(=O)C.[OH:10]>>[H:20][OH:10].CC([CH2:21])OC(=O)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CC(=O)OC(C)C.[OH]>>[CH2]C(C)OC(C)=O.O,True,True,False,True,False
566,5048,"[H:20][C:21](C)(C)OC(=O)C.[OH:10]>>[H:20][OH:10].C[C:21](C)OC(=O)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CC(=O)OC(C)C.[OH]>>C[C](C)OC(C)=O.O,True,True,False,True,False
568,5053,"[H:20][CH:21](CCC)OCC(C)O.[OH:10]>>[H:20][OH:10].CCC[CH:21]OCC(C)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CCCCOCC(C)O.[OH]>>CCC[CH]OCC(C)O.O,True,True,False,True,False
570,5056,"[H:20][CH:21](C(C)O)OCCCC.[OH:10]>>[H:20][OH:10].CCCCO[CH:21]C(C)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CCCCOCC(C)O.[OH]>>CCCCO[CH]C(C)O.O,True,True,False,True,False
571,5057,"[H:20][C:21](C)(COCCCC)O.[OH:10]>>[H:20][OH:10].CCCCOC[C:21](C)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CCCCOCC(C)O.[OH]>>CCCCOC[C](C)O.O,True,True,False,True,False
572,5059,"[H:20][CH:21](C(=O)C)O.[OH:10]>>[H:20][OH:10].CC(=O)[CH:21]O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CC(=O)CO.[OH]>>CC(=O)[CH]O.O,True,True,False,True,False
574,5063,"[H:20][C:21](=O)C(C)O.[OH:10]>>[H:20][OH:10].CC([C:21]=O)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CC(O)C=O.[OH]>>CC(O)[C]=O.O,True,True,False,True,False
575,5222,"[H:20][O:21]C1=CC=CC=C1.O[O:10]>>[H:20][O:10]O.C1=CC=C(C=C1)[O:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,Oc1ccccc1.[O]O>>[O]c1ccccc1.OO,True,True,False,True,False
576,5224,"CCCCC(CC)[C:21]([H:20])=O.CCCCC(CC)C(O[O:10])=O>>CCCCC(CC)[C:21]=O.CCCCC(CC)C(O[O:10][H:20])=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CCCCC(C=O)CC.CCCCC(CC)C(=O)O[O]>>CCCCC([C]=O)CC.CCCCC(CC)C(=O)OO,True,True,False,True,False
577,5226,"[H:20][CH:21]1CCCO1.CO[O:10]>>[H:20][O:10]OC.C1C[CH:21]OC1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,C1CCOC1.CO[O]>>[CH]1CCCO1.COO,True,True,False,True,False
578,5230,"[H:20][O:21]C1=C(C(=O)OC1C(CO)O)O.[OH:10]>>[H:20][OH:10].C(C(C1C(=C(C(=O)O1)O)[O:21])O)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,O=C1OC(C(O)CO)C(O)=C1O.[OH]>>[O]C1=C(O)C(=O)OC1C(O)CO.O,True,True,False,True,False
579,5251,"[H:20][CH2:21]C=C(C)C.[OH:10]>>[H:20][OH:10].CC(=C[CH2:21])C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CC=C(C)C.[OH]>>[CH2]C=C(C)C.O,True,True,False,True,False
583,5298,"[H:1][C:2]1([CH2:4][CH2:5][CH2:6][CH2:7]1)[H:3].[H:9][O:8]>>[H:1][C:2]1[CH2:4][CH2:5][CH2:6][CH2:7]1.[H:9][O:8][H:3] 8-8,3;2,3-8,3;2,3-2",Room Temperature,Propagation,abstraction,True,True,True,C1CCCC1.[OH]>>[CH]1CCCC1.O,True,True,False,True,False
